lfn,guid,date,jobId,site,status,size,checksum,checksumType,nEvents,experimentLow,experimentHigh,runLow,runHigh,eventLow,eventHigh,parentGuids
/belle/Data/proc/release-04-02-04/DB00000498/bucket10/prod00013671/e0012/4S/r02337/mdst/sub00/mdst_000001_prod00013671_task112336000001.root,9277EB0C-A454-EAA6-9525-52CC8A08F334,2020-06-01 19:01:19,155489957,Test.KIT.de,good,1496398997,b6404ed0,Adler32,990539,12,12,2337,2337,483020,7752652,
/belle/Data/proc/release-04-02-04/DB00000498/bucket10/prod00013671/e0012/4S/r02337/mdst/sub00/mdst_000002_prod00013671_task112336000002.root,24FF1E64-CC7C-DAE6-83F4-9B8B255248FC,2020-06-02 02:02:53,155560365,Test.KIT.de,good,1501053510,79b06c65,Adler32,990660,12,12,2337,2337,8,7605703,
/belle/Data/proc/release-04-02-04/DB00000498/bucket10/prod00013671/e0012/4S/r02337/mdst/sub00/mdst_000003_prod00013671_task112336000003.root,337DCC22-3E5B-ECFA-62D8-5D922EAC1039,2020-06-02 10:33:01,155671938,ARC.KIT.de,good,1495700336,4b1ec2af,Adler32,986865,12,12,2337,2337,159242,7752649,
/belle/Data/proc/release-04-02-04/DB00000498/bucket10/prod00013671/e0012/4S/r02337/mdst/sub00/mdst_000004_prod00013671_task112336000004.root,FA18BAA0-6DF2-0DC4-52C1-DBCFDC58957E,2020-06-03 00:20:21,155798574,ARC.KIT.de,good,1497290123,7f497767,Adler32,990735,12,12,2337,2337,1,7607007,
/belle/Data/proc/release-04-02-04/DB00000498/bucket10/prod00013671/e0012/4S/r02337/mdst/sub00/mdst_000005_prod00013671_task112336000005.root,CB4677AA-6A3D-58D1-16F9-9998960E782A,2020-06-03 21:42:05,155964372,ARC.KIT.de,good,1495048544,31b82c01,Adler32,983573,12,12,2337,2337,0,7752647,
/belle/Data/proc/release-04-02-04/DB00000498/bucket10/prod00013671/e0012/4S/r02337/mdst/sub00/mdst_000006_prod00013671_task112336000006.root,D0D9FE78-82AD-2ED9-FB2D-56F3A9019FF1,2020-06-04 12:46:54,156056122,ARC.KIT.de,good,1500697186,72e4eb5f,Adler32,991127,12,12,2337,2337,4,7603158,
/belle/Data/proc/release-04-02-04/DB00000498/bucket10/prod00013671/e0012/4S/r02337/mdst/sub00/mdst_000007_prod00013671_task112336000007.root,3B4EDD69-60C7-F1AC-2374-7F6B7C97FB5A,2020-06-05 10:57:26,156198954,Test.KIT.de,good,1497912419,87b15fb0,Adler32,988666,12,12,2337,2337,152954,7752637,
/belle/Data/proc/release-04-02-04/DB00000498/bucket10/prod00013671/e0012/4S/r02337/mdst/sub00/mdst_000008_prod00013671_task112336000008.root,888B82A9-2732-E9A2-1FEF-1EB69CE47D51,2020-06-05 21:03:27,156339633,ARC.KIT.de,good,1248160937,3b76afc6,Adler32,823425,12,12,2337,2337,6,7752651,
